2021-06-29 10:30:14,1369,1230651821,18039931858064,34333,3446560161,57545994578706,53243,62956
2021-06-29 10:30:40,1268,1231241802,18039931858064,1754,3446560161,57545994578706,55545,86847
2021-12-23 00:02:21,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,80001
2021-12-23 00:02:21,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,80012
2021-12-23 00:02:21,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,80632
2021-12-23 00:02:22,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,80012
2021-12-23 00:02:22,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,80011
2021-12-23 00:02:22,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,80832
2021-12-23 00:02:23,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,81153
2021-12-23 00:02:23,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,83522
2021-12-23 00:02:23,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,85553
2021-12-23 00:02:23,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,86239
2021-12-23 00:02:23,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,82385
2021-12-23 00:02:24,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,83235
2021-12-23 00:02:24,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,87713
2021-12-23 00:02:24,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,83731
2021-12-23 00:02:24,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,83474
2021-12-23 00:02:25,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,85474
2021-12-23 00:02:25,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,81737
2021-12-23 00:02:25,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,84357
2021-12-23 00:02:26,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,82437
2021-12-23 00:02:26,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,88213
2021-12-23 00:02:26,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,81324
2021-12-23 00:02:27,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,82386
2021-12-23 00:02:28,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,81236
2021-12-23 00:02:28,1369,1230651821,273777359852657,31337,3446560165,188167976614032,33322,1251
